ros_time,header_seq,header_stamp_sec,header_stamp_nsec,frame_id,joint_name,position,velocity,acceleration,effort
1778125835.148938,15287,1778125835,145230178,,RF_KFE,-1.3744229078292847,0.10282498050250104,-2.2255107120781483,25.22591209411621
1778125835.148938,15287,1778125835,145230178,,LH_HAA,-0.5397934913635254,-0.7393626109915272,4.702892281095521,22.392112731933594
1778125835.148938,15287,1778125835,145230178,,LH_HFE,-0.6828132271766663,0.35588766236677993,-0.10319298983385256,20.571775436401367
1778125835.148938,15287,1778125835,145230178,,LH_KFE,1.2289583683013916,-0.13437046275140968,-0.1260703134176358,-32.57450485229492
1778125835.148938,15287,1778125835,145230178,,RH_HAA,0.3514973223209381,-0.6236353952305679,-16.298529892318395,-7.641548156738281
1778125835.148938,15287,1778125835,145230178,,RH_HFE,-1.0646545886993408,2.3725367784845344,26.377106443851176,5.166253089904785
1778125835.148938,15287,1778125835,145230178,,RH_KFE,1.3305366039276123,-5.610409696278553,-44.86034455744954,3.2497615814208984
1778125835.1506858,15288,1778125835,147750528,,LF_HAA,-0.19783559441566467,0.812708863731454,0.30270429378600555,3.457672119140625
1778125835.1506858,15288,1778125835,147750528,,LF_HFE,0.8805529475212097,0.45268117596971297,3.205754595836418,-4.94384765625
1778125835.1506858,15288,1778125835,147750528,,LF_KFE,-1.348920464515686,0.2602955423434737,-0.6430706122337482,23.55168914794922
